Order_ID,Product_ID,User_ID,Order_Date,Return_Date,Product_Category,Product_Price,Order_Quantity,Return_Reason,Return_Status,Days_to_Return,User_Age,User_Gender,User_Location,Payment_Method,Shipping_Method,Discount_Applied,Is_Returned
ORD00004213,PROD00004213,USER00004213,2/3/2024,6/29/2024,Electronics,359.59,4,Wrong item,Returned,147,54,Female,City88,PayPal,Standard,36.57,1
ORD00004214,PROD00004214,USER00004214,11/12/2024,9/22/2024,Clothing,495.41,4,Changed mind,Returned,-51,25,Male,City59,Credit Card,Standard,15.58,1
ORD00004215,PROD00004215,USER00004215,6/22/2023,,Books,469.02,4,No Return,Not Returned,0,42,Male,City4,Gift Card,Standard,43.84,0
ORD00004216,PROD00004216,USER00004216,1/14/2023,,Electronics,225.05,2,No Return,Not Returned,0,45,Male,City20,Gift Card,Next-Day,12.86,0
ORD00004217,PROD00004217,USER00004217,4/10/2023,,Electronics,284.96,4,No Return,Not Returned,0,58,Male,City52,Debit Card,Express,8.12,0
ORD00004218,PROD00004218,USER00004218,3/11/2023,,Electronics,467.01,3,No Return,Not Returned,0,18,Female,City70,PayPal,Standard,33.66,0
ORD00004219,PROD00004219,USER00004219,6/9/2024,9/21/2023,Home,310.12,4,Not as described,Returned,-262,56,Male,City62,Debit Card,Next-Day,29.68,1
ORD00004220,PROD00004220,USER00004220,5/23/2024,2/28/2024,Books,498.75,4,Changed mind,Returned,-85,45,Male,City86,Debit Card,Standard,12.46,1
ORD00004221,PROD00004221,USER00004221,2/19/2024,,Toys,269.52,2,No Return,Not Returned,0,20,Female,City87,Gift Card,Next-Day,14.9,0
ORD00004222,PROD00004222,USER00004222,8/15/2023,,Toys,344.53,2,No Return,Not Returned,0,58,Male,City78,PayPal,Express,42.36,0
ORD00004223,PROD00004223,USER00004223,6/5/2023,,Home,217.67,1,No Return,Not Returned,0,42,Female,City38,PayPal,Standard,24.97,0
ORD00004224,PROD00004224,USER00004224,2/6/2024,,Clothing,23.69,3,No Return,Not Returned,0,57,Female,City2,Gift Card,Next-Day,25.92,0
ORD00004225,PROD00004225,USER00004225,7/19/2024,,Electronics,10.18,3,No Return,Not Returned,0,51,Male,City32,Debit Card,Standard,32.52,0
ORD00004226,PROD00004226,USER00004226,2/6/2024,,Home,332.79,3,No Return,Not Returned,0,18,Male,City22,Debit Card,Express,47.76,0
ORD00004227,PROD00004227,USER00004227,1/8/2023,,Electronics,281.99,2,No Return,Not Returned,0,24,Female,City34,Gift Card,Express,27.33,0
ORD00004228,PROD00004228,USER00004228,1/9/2024,,Toys,264.39,5,No Return,Not Returned,0,41,Female,City98,Credit Card,Express,28.81,0
ORD00004229,PROD00004229,USER00004229,11/20/2024,,Toys,157.97,4,No Return,Not Returned,0,52,Male,City30,PayPal,Standard,16.12,0
ORD00004230,PROD00004230,USER00004230,7/23/2024,1/22/2024,Electronics,181.42,1,Wrong item,Returned,-183,68,Male,City26,Gift Card,Standard,21.04,1
ORD00004231,PROD00004231,USER00004231,7/14/2024,6/15/2023,Electronics,361.83,1,Defective,Returned,-395,24,Male,City18,PayPal,Next-Day,23.74,1
ORD00004232,PROD00004232,USER00004232,1/16/2023,10/25/2023,Clothing,10.68,3,Wrong item,Returned,282,69,Female,City58,Gift Card,Standard,46.93,1
ORD00004233,PROD00004233,USER00004233,9/22/2023,,Books,186.45,2,No Return,Not Returned,0,46,Female,City61,Gift Card,Express,7.42,0
ORD00004234,PROD00004234,USER00004234,2/4/2024,8/24/2024,Books,240.85,5,Changed mind,Returned,202,58,Female,City72,Debit Card,Express,16.84,1
ORD00004235,PROD00004235,USER00004235,8/30/2023,3/16/2024,Toys,401.76,3,Not as described,Returned,199,31,Female,City20,Gift Card,Express,28.58,1
ORD00004236,PROD00004236,USER00004236,4/12/2024,,Electronics,412.71,1,No Return,Not Returned,0,49,Female,City18,PayPal,Express,0.29,0
ORD00004237,PROD00004237,USER00004237,4/5/2024,4/2/2023,Electronics,204.47,3,Defective,Returned,-369,48,Male,City54,Credit Card,Standard,13.71,1
ORD00004238,PROD00004238,USER00004238,5/17/2024,3/26/2024,Clothing,313.98,5,Not as described,Returned,-52,23,Female,City24,Gift Card,Next-Day,49.9,1
ORD00004239,PROD00004239,USER00004239,5/15/2023,1/24/2024,Books,248.1,4,Wrong item,Returned,254,31,Female,City15,Gift Card,Next-Day,5.94,1
ORD00004240,PROD00004240,USER00004240,2/14/2023,4/9/2023,Toys,214.73,4,Changed mind,Returned,54,38,Female,City65,Debit Card,Next-Day,11.83,1
ORD00004241,PROD00004241,USER00004241,7/29/2024,2/2/2024,Home,387.74,2,Changed mind,Returned,-178,65,Male,City96,Credit Card,Express,14.24,1
ORD00004242,PROD00004242,USER00004242,9/20/2024,4/12/2023,Clothing,265.85,1,Not as described,Returned,-527,61,Male,City56,Gift Card,Next-Day,22.23,1
ORD00004243,PROD00004243,USER00004243,7/7/2023,8/1/2023,Books,282.86,3,Wrong item,Returned,25,41,Female,City51,PayPal,Standard,40.77,1
ORD00004244,PROD00004244,USER00004244,12/15/2023,,Electronics,252.4,3,No Return,Not Returned,0,23,Male,City14,Gift Card,Next-Day,0.93,0
ORD00004245,PROD00004245,USER00004245,3/5/2023,,Books,436.31,3,No Return,Not Returned,0,32,Female,City35,PayPal,Next-Day,1.02,0
ORD00004246,PROD00004246,USER00004246,8/17/2024,,Toys,242.03,4,No Return,Not Returned,0,58,Male,City20,PayPal,Next-Day,45.38,0
ORD00004247,PROD00004247,USER00004247,10/16/2023,,Books,226.82,4,No Return,Not Returned,0,43,Male,City92,Debit Card,Next-Day,5.53,0
ORD00004248,PROD00004248,USER00004248,12/7/2023,,Home,484.09,3,No Return,Not Returned,0,36,Female,City23,Gift Card,Next-Day,46.37,0
ORD00004249,PROD00004249,USER00004249,9/14/2023,10/11/2023,Toys,493.12,3,Not as described,Returned,27,61,Male,City39,Credit Card,Express,7.19,1
ORD00004250,PROD00004250,USER00004250,2/1/2023,,Home,134.61,1,No Return,Not Returned,0,53,Male,City93,PayPal,Express,23.14,0
ORD00004251,PROD00004251,USER00004251,11/28/2024,,Clothing,427.34,2,No Return,Not Returned,0,63,Male,City72,Credit Card,Express,2.13,0
ORD00004252,PROD00004252,USER00004252,6/1/2023,12/14/2023,Toys,432.99,4,Defective,Returned,196,29,Male,City51,Debit Card,Standard,24.64,1
ORD00004253,PROD00004253,USER00004253,10/7/2023,5/12/2024,Books,473.15,3,Wrong item,Returned,218,59,Female,City89,Debit Card,Standard,13.95,1
ORD00004254,PROD00004254,USER00004254,1/9/2023,,Home,395.95,2,No Return,Not Returned,0,35,Male,City53,Credit Card,Next-Day,3.44,0
ORD00004255,PROD00004255,USER00004255,1/24/2023,10/30/2023,Toys,216.98,2,Not as described,Returned,279,62,Male,City96,PayPal,Express,2.38,1
ORD00004256,PROD00004256,USER00004256,8/4/2024,10/16/2023,Books,45.45,1,Changed mind,Returned,-293,69,Male,City42,Debit Card,Next-Day,2.18,1
ORD00004257,PROD00004257,USER00004257,1/23/2024,,Electronics,423.65,4,No Return,Not Returned,0,57,Male,City89,Gift Card,Express,12.38,0
ORD00004258,PROD00004258,USER00004258,11/7/2023,,Electronics,210.74,3,No Return,Not Returned,0,18,Female,City51,Credit Card,Next-Day,1.33,0
ORD00004259,PROD00004259,USER00004259,4/30/2024,8/8/2024,Home,381.83,1,Changed mind,Returned,100,45,Male,City27,PayPal,Express,0.39,1
ORD00004260,PROD00004260,USER00004260,5/1/2023,1/4/2023,Electronics,183.81,4,Changed mind,Returned,-117,52,Male,City98,Gift Card,Next-Day,32.4,1
ORD00004261,PROD00004261,USER00004261,2/11/2023,,Home,65.15,4,No Return,Not Returned,0,29,Female,City89,Debit Card,Next-Day,28.27,0
ORD00004262,PROD00004262,USER00004262,8/3/2024,,Home,285.96,1,No Return,Not Returned,0,34,Female,City32,Debit Card,Standard,2.98,0
ORD00004263,PROD00004263,USER00004263,12/7/2023,,Clothing,164.15,2,No Return,Not Returned,0,59,Female,City7,PayPal,Standard,47.03,0
ORD00004264,PROD00004264,USER00004264,3/27/2024,5/21/2024,Clothing,91.89,5,Not as described,Returned,55,61,Male,City50,Debit Card,Next-Day,3.4,1
ORD00004265,PROD00004265,USER00004265,6/30/2024,,Electronics,299.54,2,No Return,Not Returned,0,61,Male,City26,Credit Card,Next-Day,40.52,0
ORD00004266,PROD00004266,USER00004266,4/3/2024,8/14/2024,Toys,220.62,5,Not as described,Returned,133,68,Female,City14,Gift Card,Next-Day,2.42,1
ORD00004267,PROD00004267,USER00004267,12/21/2024,,Electronics,49.86,4,No Return,Not Returned,0,63,Male,City68,Debit Card,Express,45.89,0
ORD00004268,PROD00004268,USER00004268,5/20/2023,,Books,139.76,3,No Return,Not Returned,0,64,Female,City8,Gift Card,Next-Day,29.77,0
ORD00004269,PROD00004269,USER00004269,11/30/2023,,Books,383.73,2,No Return,Not Returned,0,41,Male,City64,PayPal,Express,25.18,0
ORD00004270,PROD00004270,USER00004270,9/22/2024,5/22/2024,Books,220.41,1,Changed mind,Returned,-123,25,Female,City7,PayPal,Standard,16.06,1
ORD00004271,PROD00004271,USER00004271,8/2/2023,8/21/2023,Home,205.98,2,Defective,Returned,19,20,Female,City79,Credit Card,Express,9.32,1
ORD00004272,PROD00004272,USER00004272,9/23/2024,6/15/2024,Clothing,88.22,4,Changed mind,Returned,-100,39,Male,City38,Credit Card,Express,38.77,1
ORD00004273,PROD00004273,USER00004273,7/9/2024,6/14/2023,Toys,482.42,5,Changed mind,Returned,-391,55,Female,City12,PayPal,Standard,14.45,1
ORD00004274,PROD00004274,USER00004274,5/27/2024,5/16/2023,Toys,131.6,5,Wrong item,Returned,-377,30,Male,City71,Gift Card,Express,29.7,1
ORD00004275,PROD00004275,USER00004275,2/17/2024,,Home,26.4,5,No Return,Not Returned,0,64,Male,City85,PayPal,Standard,27.65,0
ORD00004276,PROD00004276,USER00004276,12/19/2023,,Electronics,157.71,2,No Return,Not Returned,0,36,Female,City4,Debit Card,Next-Day,44.12,0
ORD00004277,PROD00004277,USER00004277,2/20/2024,1/30/2024,Home,77.4,5,Not as described,Returned,-21,36,Male,City27,Credit Card,Express,13.74,1
ORD00004278,PROD00004278,USER00004278,5/27/2024,,Toys,498.95,2,No Return,Not Returned,0,69,Female,City40,Credit Card,Standard,42.22,0
ORD00004279,PROD00004279,USER00004279,7/27/2023,1/12/2024,Electronics,42.99,5,Defective,Returned,169,59,Female,City46,Credit Card,Express,35.92,1
ORD00004280,PROD00004280,USER00004280,8/20/2024,2/28/2024,Home,295.56,5,Wrong item,Returned,-174,49,Male,City53,Credit Card,Standard,30.64,1
ORD00004281,PROD00004281,USER00004281,2/14/2023,,Clothing,136.4,5,No Return,Not Returned,0,42,Male,City74,Gift Card,Standard,48.28,0
ORD00004282,PROD00004282,USER00004282,11/18/2023,,Books,208.48,2,No Return,Not Returned,0,25,Female,City17,PayPal,Next-Day,44.38,0
ORD00004283,PROD00004283,USER00004283,9/3/2023,,Home,20.69,4,No Return,Not Returned,0,58,Male,City68,Debit Card,Express,19.79,0
ORD00004284,PROD00004284,USER00004284,6/22/2024,8/23/2023,Electronics,491.2,5,Defective,Returned,-304,32,Female,City84,Debit Card,Next-Day,13.01,1
ORD00004285,PROD00004285,USER00004285,7/15/2023,9/15/2024,Home,436.61,5,Wrong item,Returned,428,41,Female,City20,Gift Card,Express,47.98,1
ORD00004286,PROD00004286,USER00004286,9/13/2023,,Home,251.59,3,No Return,Not Returned,0,35,Male,City99,Debit Card,Standard,48.62,0
ORD00004287,PROD00004287,USER00004287,10/15/2024,,Clothing,457.21,1,No Return,Not Returned,0,56,Female,City45,Debit Card,Next-Day,25.69,0
ORD00004288,PROD00004288,USER00004288,4/5/2024,,Toys,62.32,5,No Return,Not Returned,0,48,Male,City18,Gift Card,Express,10.46,0
ORD00004289,PROD00004289,USER00004289,5/28/2024,5/4/2023,Clothing,38.3,3,Changed mind,Returned,-390,33,Female,City77,Credit Card,Express,4.66,1
ORD00004290,PROD00004290,USER00004290,6/19/2023,,Clothing,108.74,4,No Return,Not Returned,0,42,Male,City51,PayPal,Standard,11.17,0
ORD00004291,PROD00004291,USER00004291,9/3/2024,,Electronics,224.28,3,No Return,Not Returned,0,18,Female,City81,Gift Card,Standard,38.39,0
ORD00004292,PROD00004292,USER00004292,3/9/2023,,Books,386.29,1,No Return,Not Returned,0,21,Female,City26,PayPal,Next-Day,25.08,0
ORD00004293,PROD00004293,USER00004293,4/26/2024,,Home,90.32,3,No Return,Not Returned,0,40,Female,City97,Debit Card,Standard,13.09,0
ORD00004294,PROD00004294,USER00004294,8/30/2023,,Books,460.16,5,No Return,Not Returned,0,36,Male,City35,Debit Card,Standard,26.15,0
ORD00004295,PROD00004295,USER00004295,6/26/2024,,Electronics,130.97,4,No Return,Not Returned,0,67,Female,City94,Debit Card,Standard,36,0
ORD00004296,PROD00004296,USER00004296,11/5/2023,,Clothing,96.53,1,No Return,Not Returned,0,61,Female,City92,Gift Card,Express,14.1,0
ORD00004297,PROD00004297,USER00004297,9/26/2024,,Electronics,150.68,3,No Return,Not Returned,0,22,Female,City16,Gift Card,Standard,4.74,0
ORD00004298,PROD00004298,USER00004298,1/10/2023,3/27/2023,Clothing,439.04,5,Defective,Returned,76,22,Male,City60,Credit Card,Next-Day,41.61,1
ORD00004299,PROD00004299,USER00004299,5/3/2023,1/5/2024,Clothing,462.95,3,Wrong item,Returned,247,54,Male,City90,Debit Card,Standard,48.42,1
ORD00004300,PROD00004300,USER00004300,10/21/2023,4/27/2023,Books,137.48,3,Not as described,Returned,-177,33,Female,City70,Gift Card,Next-Day,9.93,1
ORD00004301,PROD00004301,USER00004301,11/18/2024,4/15/2023,Home,278.7,4,Not as described,Returned,-583,61,Female,City94,Debit Card,Standard,49.22,1
ORD00004302,PROD00004302,USER00004302,4/21/2024,,Home,207.91,3,No Return,Not Returned,0,58,Male,City36,PayPal,Express,46.48,0
ORD00004303,PROD00004303,USER00004303,10/11/2024,9/5/2023,Toys,135.75,3,Defective,Returned,-402,24,Male,City42,Debit Card,Next-Day,34.22,1
ORD00004304,PROD00004304,USER00004304,3/11/2024,,Books,377.55,1,No Return,Not Returned,0,70,Female,City90,Credit Card,Standard,19.55,0
ORD00004305,PROD00004305,USER00004305,3/13/2023,1/2/2023,Electronics,59.68,4,Not as described,Returned,-70,35,Male,City50,PayPal,Standard,20.43,1
ORD00004306,PROD00004306,USER00004306,3/17/2023,,Toys,453.97,5,No Return,Not Returned,0,29,Male,City50,PayPal,Express,7.02,0
ORD00004307,PROD00004307,USER00004307,3/14/2023,6/20/2024,Toys,85.25,3,Wrong item,Returned,464,60,Female,City50,Credit Card,Express,44.63,1
ORD00004308,PROD00004308,USER00004308,3/12/2023,2/3/2024,Electronics,87.8,4,Not as described,Returned,328,24,Female,City99,Debit Card,Next-Day,20.5,1
ORD00004309,PROD00004309,USER00004309,7/26/2023,,Home,10.04,3,No Return,Not Returned,0,64,Male,City98,Gift Card,Standard,10.15,0
ORD00004310,PROD00004310,USER00004310,12/30/2023,,Clothing,389.06,3,No Return,Not Returned,0,43,Female,City15,Gift Card,Express,4.23,0
ORD00004311,PROD00004311,USER00004311,9/11/2023,,Home,427.92,1,No Return,Not Returned,0,45,Male,City25,PayPal,Express,1.77,0
ORD00004312,PROD00004312,USER00004312,12/7/2024,,Books,376.71,4,No Return,Not Returned,0,51,Male,City10,Credit Card,Express,48.34,0
ORD00004313,PROD00004313,USER00004313,10/20/2024,2/8/2024,Home,18.4,2,Wrong item,Returned,-255,60,Female,City37,Debit Card,Express,11,1
ORD00004314,PROD00004314,USER00004314,2/8/2024,,Home,157.88,1,No Return,Not Returned,0,25,Female,City56,PayPal,Next-Day,4.21,0
ORD00004315,PROD00004315,USER00004315,9/13/2024,,Books,230.76,2,No Return,Not Returned,0,21,Female,City41,Gift Card,Standard,6.47,0
ORD00004316,PROD00004316,USER00004316,1/11/2023,5/19/2023,Books,375.25,1,Not as described,Returned,128,23,Female,City30,PayPal,Express,18.35,1
ORD00004317,PROD00004317,USER00004317,8/19/2024,,Home,456.01,5,No Return,Not Returned,0,26,Male,City58,PayPal,Standard,0.84,0
ORD00004318,PROD00004318,USER00004318,6/9/2024,,Toys,207.92,3,No Return,Not Returned,0,60,Male,City69,Credit Card,Standard,18.53,0
ORD00004319,PROD00004319,USER00004319,7/12/2024,9/8/2024,Clothing,7.82,4,Changed mind,Returned,58,47,Female,City33,Debit Card,Standard,2.73,1
ORD00004320,PROD00004320,USER00004320,9/21/2024,,Toys,441.05,4,No Return,Not Returned,0,30,Female,City25,Credit Card,Standard,22.76,0
ORD00004321,PROD00004321,USER00004321,3/25/2023,9/2/2024,Toys,201.11,5,Not as described,Returned,527,38,Female,City75,PayPal,Next-Day,18.53,1
ORD00004322,PROD00004322,USER00004322,3/5/2024,5/30/2023,Clothing,230.89,3,Not as described,Returned,-280,19,Female,City58,PayPal,Standard,4,1
ORD00004323,PROD00004323,USER00004323,1/20/2023,,Home,395.2,3,No Return,Not Returned,0,64,Male,City73,Debit Card,Express,1.81,0
ORD00004324,PROD00004324,USER00004324,2/3/2024,12/14/2023,Toys,369.67,4,Defective,Returned,-51,56,Female,City54,Credit Card,Standard,49.89,1
ORD00004325,PROD00004325,USER00004325,7/1/2023,,Clothing,121.7,3,No Return,Not Returned,0,53,Female,City39,Gift Card,Standard,35.63,0
ORD00004326,PROD00004326,USER00004326,5/17/2024,7/3/2023,Electronics,75.83,3,Wrong item,Returned,-319,70,Female,City19,Credit Card,Express,12.77,1
ORD00004327,PROD00004327,USER00004327,5/31/2024,5/20/2023,Clothing,124.05,2,Not as described,Returned,-377,64,Male,City74,PayPal,Express,8.35,1
ORD00004328,PROD00004328,USER00004328,8/2/2024,6/28/2023,Clothing,100.61,4,Changed mind,Returned,-401,26,Female,City77,Credit Card,Next-Day,9.66,1
ORD00004329,PROD00004329,USER00004329,3/14/2024,10/5/2023,Home,323.26,1,Not as described,Returned,-161,41,Male,City65,PayPal,Next-Day,48.45,1
ORD00004330,PROD00004330,USER00004330,6/1/2023,,Electronics,361.15,5,No Return,Not Returned,0,23,Female,City21,Gift Card,Express,48.14,0
ORD00004331,PROD00004331,USER00004331,5/18/2024,,Toys,96.22,1,No Return,Not Returned,0,25,Female,City73,Credit Card,Standard,15.24,0
ORD00004332,PROD00004332,USER00004332,4/4/2023,3/11/2024,Electronics,248.95,2,Changed mind,Returned,342,55,Female,City59,Debit Card,Standard,4.04,1
ORD00004333,PROD00004333,USER00004333,11/29/2023,6/2/2024,Electronics,499.17,4,Defective,Returned,186,70,Female,City91,Credit Card,Express,35.03,1
ORD00004334,PROD00004334,USER00004334,4/5/2023,,Toys,41.42,3,No Return,Not Returned,0,66,Female,City28,PayPal,Next-Day,18.86,0
ORD00004335,PROD00004335,USER00004335,1/19/2023,4/1/2023,Toys,271.43,4,Wrong item,Returned,72,49,Female,City83,Credit Card,Standard,22.74,1
ORD00004336,PROD00004336,USER00004336,12/24/2023,,Home,250.04,2,No Return,Not Returned,0,40,Female,City30,PayPal,Standard,13.56,0
ORD00004337,PROD00004337,USER00004337,7/22/2024,,Books,363.64,2,No Return,Not Returned,0,42,Male,City10,Debit Card,Express,12.13,0
ORD00004338,PROD00004338,USER00004338,2/7/2024,,Electronics,91.4,1,No Return,Not Returned,0,70,Female,City67,PayPal,Standard,5.36,0
ORD00004339,PROD00004339,USER00004339,7/23/2023,2/19/2023,Toys,265.6,1,Defective,Returned,-154,46,Female,City90,PayPal,Standard,25.52,1
ORD00004340,PROD00004340,USER00004340,1/23/2024,11/4/2023,Books,360.39,5,Defective,Returned,-80,66,Male,City23,Gift Card,Express,24.66,1
ORD00004341,PROD00004341,USER00004341,4/24/2023,,Clothing,109.09,1,No Return,Not Returned,0,43,Male,City13,Gift Card,Standard,7.32,0
ORD00004342,PROD00004342,USER00004342,9/18/2024,,Electronics,410.95,4,No Return,Not Returned,0,57,Female,City45,Credit Card,Next-Day,19.41,0
ORD00004343,PROD00004343,USER00004343,6/4/2023,,Home,268.03,1,No Return,Not Returned,0,31,Male,City25,Credit Card,Next-Day,2.84,0
ORD00004344,PROD00004344,USER00004344,6/19/2023,11/23/2024,Home,384.9,2,Defective,Returned,523,42,Female,City12,Debit Card,Standard,46.09,1
ORD00004345,PROD00004345,USER00004345,11/7/2024,6/29/2024,Clothing,313.03,3,Wrong item,Returned,-131,31,Female,City44,Gift Card,Standard,10.27,1
ORD00004346,PROD00004346,USER00004346,2/24/2024,,Clothing,159.63,1,No Return,Not Returned,0,29,Male,City52,PayPal,Next-Day,36.56,0
ORD00004347,PROD00004347,USER00004347,9/21/2024,10/20/2024,Toys,247.74,2,Not as described,Returned,29,25,Female,City80,Gift Card,Express,26.81,1
ORD00004348,PROD00004348,USER00004348,5/4/2023,11/16/2023,Books,360.85,2,Defective,Returned,196,67,Male,City36,PayPal,Next-Day,3.81,1
ORD00004349,PROD00004349,USER00004349,9/24/2024,5/30/2024,Toys,313.39,4,Wrong item,Returned,-117,48,Male,City21,Credit Card,Express,49.69,1
ORD00004350,PROD00004350,USER00004350,6/29/2023,,Books,37.42,4,No Return,Not Returned,0,68,Female,City58,Gift Card,Next-Day,22.51,0
ORD00004351,PROD00004351,USER00004351,2/23/2024,,Toys,97.17,3,No Return,Not Returned,0,50,Male,City80,Credit Card,Standard,8.55,0
ORD00004352,PROD00004352,USER00004352,1/16/2023,,Toys,331.24,3,No Return,Not Returned,0,70,Male,City83,Gift Card,Express,18.9,0
ORD00004353,PROD00004353,USER00004353,7/3/2024,8/3/2023,Electronics,192.36,2,Not as described,Returned,-335,68,Female,City81,Gift Card,Express,15.48,1
ORD00004354,PROD00004354,USER00004354,1/7/2023,10/27/2024,Toys,351.89,3,Defective,Returned,659,34,Male,City30,Gift Card,Express,38.08,1
ORD00004355,PROD00004355,USER00004355,9/15/2024,4/10/2023,Home,191.75,4,Wrong item,Returned,-524,28,Male,City48,Credit Card,Standard,25.73,1
ORD00004356,PROD00004356,USER00004356,2/21/2023,2/4/2023,Home,468.34,3,Wrong item,Returned,-17,23,Female,City5,Debit Card,Standard,2.6,1
ORD00004357,PROD00004357,USER00004357,8/31/2023,,Electronics,485.89,3,No Return,Not Returned,0,48,Female,City8,Debit Card,Express,47.94,0
ORD00004358,PROD00004358,USER00004358,3/19/2024,,Clothing,363.61,4,No Return,Not Returned,0,65,Female,City13,PayPal,Standard,23.92,0
ORD00004359,PROD00004359,USER00004359,4/10/2023,,Home,272.64,3,No Return,Not Returned,0,30,Female,City53,Gift Card,Express,45.98,0
ORD00004360,PROD00004360,USER00004360,1/21/2024,9/23/2024,Books,409.99,4,Defective,Returned,246,35,Female,City12,Credit Card,Standard,42.65,1
ORD00004361,PROD00004361,USER00004361,11/8/2024,,Electronics,226.99,4,No Return,Not Returned,0,69,Female,City22,Gift Card,Next-Day,15.3,0
ORD00004362,PROD00004362,USER00004362,3/6/2023,11/30/2023,Books,478.96,2,Not as described,Returned,269,51,Female,City74,Credit Card,Next-Day,10,1
ORD00004363,PROD00004363,USER00004363,8/22/2023,3/25/2024,Books,128.14,2,Changed mind,Returned,216,70,Male,City63,Credit Card,Express,23.72,1
ORD00004364,PROD00004364,USER00004364,10/21/2024,2/25/2023,Toys,437.44,1,Not as described,Returned,-604,44,Male,City10,Gift Card,Express,5.38,1
ORD00004365,PROD00004365,USER00004365,7/3/2024,,Books,90.48,4,No Return,Not Returned,0,30,Female,City27,Debit Card,Next-Day,1.03,0
ORD00004366,PROD00004366,USER00004366,12/31/2023,10/23/2024,Home,292.19,4,Changed mind,Returned,297,55,Female,City38,Credit Card,Next-Day,47.54,1
ORD00004367,PROD00004367,USER00004367,10/15/2024,12/19/2024,Toys,259.26,1,Changed mind,Returned,65,63,Female,City16,Debit Card,Next-Day,31.42,1
ORD00004368,PROD00004368,USER00004368,7/30/2023,,Books,248.72,1,No Return,Not Returned,0,46,Male,City32,Debit Card,Next-Day,35.64,0
ORD00004369,PROD00004369,USER00004369,5/15/2024,,Electronics,431.36,5,No Return,Not Returned,0,24,Female,City76,Gift Card,Express,7.13,0
ORD00004370,PROD00004370,USER00004370,4/22/2024,2/6/2023,Clothing,259.56,5,Changed mind,Returned,-441,58,Male,City11,Gift Card,Express,34.72,1
ORD00004371,PROD00004371,USER00004371,6/11/2024,,Home,305.85,5,No Return,Not Returned,0,48,Male,City14,PayPal,Next-Day,10.27,0
ORD00004372,PROD00004372,USER00004372,11/4/2023,,Home,48.09,3,No Return,Not Returned,0,37,Male,City93,Gift Card,Express,48.96,0
ORD00004373,PROD00004373,USER00004373,9/15/2024,,Home,354.58,5,No Return,Not Returned,0,38,Female,City71,Debit Card,Standard,16.88,0
ORD00004374,PROD00004374,USER00004374,1/25/2023,9/14/2023,Home,167.57,3,Changed mind,Returned,232,22,Male,City21,PayPal,Standard,32.26,1
ORD00004375,PROD00004375,USER00004375,4/19/2023,,Clothing,404.77,5,No Return,Not Returned,0,44,Male,City31,Gift Card,Next-Day,28.63,0
ORD00004376,PROD00004376,USER00004376,9/16/2023,,Home,393.71,4,No Return,Not Returned,0,38,Male,City67,Credit Card,Express,27.5,0
ORD00004377,PROD00004377,USER00004377,10/4/2023,10/7/2023,Books,168.54,1,Wrong item,Returned,3,57,Male,City49,PayPal,Next-Day,42.46,1
ORD00004378,PROD00004378,USER00004378,5/11/2024,6/3/2024,Books,208.91,4,Changed mind,Returned,23,21,Male,City49,Credit Card,Standard,32.31,1
ORD00004379,PROD00004379,USER00004379,7/21/2024,4/8/2023,Toys,141.21,1,Changed mind,Returned,-470,20,Male,City41,Debit Card,Next-Day,20.43,1
ORD00004380,PROD00004380,USER00004380,2/24/2024,,Electronics,215.19,5,No Return,Not Returned,0,28,Female,City37,Debit Card,Standard,32.01,0
ORD00004381,PROD00004381,USER00004381,4/22/2023,,Electronics,297.87,1,No Return,Not Returned,0,21,Female,City11,Gift Card,Standard,1.23,0
ORD00004382,PROD00004382,USER00004382,3/9/2023,1/21/2023,Clothing,260,1,Defective,Returned,-47,59,Female,City31,Debit Card,Express,49.67,1
ORD00004383,PROD00004383,USER00004383,3/2/2023,2/3/2024,Books,237.89,1,Wrong item,Returned,338,34,Female,City3,PayPal,Standard,27.1,1
ORD00004384,PROD00004384,USER00004384,2/26/2024,6/21/2023,Home,101.57,1,Changed mind,Returned,-250,68,Male,City95,PayPal,Next-Day,27.6,1
ORD00004385,PROD00004385,USER00004385,8/13/2024,,Home,239.03,5,No Return,Not Returned,0,38,Male,City72,Debit Card,Express,17.17,0
ORD00004386,PROD00004386,USER00004386,3/8/2024,,Electronics,79.83,3,No Return,Not Returned,0,66,Female,City66,Credit Card,Standard,28.78,0
ORD00004387,PROD00004387,USER00004387,1/11/2023,7/9/2023,Electronics,450.22,3,Changed mind,Returned,179,28,Female,City37,PayPal,Standard,41.88,1
ORD00004388,PROD00004388,USER00004388,4/20/2023,,Electronics,25.13,2,No Return,Not Returned,0,18,Male,City85,PayPal,Express,19.84,0
ORD00004389,PROD00004389,USER00004389,7/25/2023,12/23/2024,Books,229.72,2,Changed mind,Returned,517,50,Female,City42,Debit Card,Express,42.99,1
ORD00004390,PROD00004390,USER00004390,12/30/2023,10/9/2024,Toys,199.72,5,Defective,Returned,284,70,Female,City9,Debit Card,Standard,20.72,1
ORD00004391,PROD00004391,USER00004391,12/7/2023,,Home,82.95,3,No Return,Not Returned,0,52,Female,City60,Gift Card,Standard,8.45,0
ORD00004392,PROD00004392,USER00004392,7/8/2023,8/14/2024,Clothing,290.55,1,Wrong item,Returned,403,51,Male,City67,Gift Card,Standard,13.32,1
ORD00004393,PROD00004393,USER00004393,4/1/2023,3/11/2024,Toys,24.33,2,Wrong item,Returned,345,63,Female,City93,PayPal,Standard,48.81,1
